tanggal,pm10,pm25,co,so2,o3,no2,label
3/12/2022,34.75,5.08,2372.25,59.21,15.59,2.48,sedang
3/13/2022,20.02,5.73,2325.67,68.05,17.41,3.6,sedang
3/14/2022,21.21,14.44,2621.1,73.13,14.77,2.64,sedang
3/15/2022,11.75,18.77,2638.56,72.87,15.78,4.63,sedang
3/16/2022,15.33,20.21,2800.23,73.89,28.75,14.73,sedang
3/17/2022,21.96,23.63,2823.21,68.33,54.94,42.92,sedang
3/18/2022,35.52,37.96,3168.71,58.37,76.69,53.98,sedang
3/19/2022,16.02,29.44,2728.04,39.46,80.69,57.92,sedang
3/20/2022,33.67,20.71,2749.13,37.4,81.54,59.56,sedang
3/21/2022,13.96,28.6,2744.19,36.02,83.98,60.81,sedang
3/22/2022,20.77,32.71,2849.46,41.85,71.25,67.85,baik
3/23/2022,31.63,20.83,2853,42,71,68,sedang
3/24/2022,28.81,34.4,2853,42,71,68,sedang
3/25/2022,51.44,47.02,2878.21,35.27,77.23,62.56,sedang
3/26/2022,54.4,35.85,2913.38,33.71,82.81,62.13,sedang
3/27/2022,60.21,32.67,2863.08,33.63,82.48,62.83,sedang
3/28/2022,26.54,35.96,2815.6,33.81,82.06,62.9,sedang
3/29/2022,39.06,20.08,2896.9,33.25,83.71,63.1,sedang
3/30/2022,61,23.5,2936.98,33.85,84.02,64.63,sedang
3/31/2022,88.81,15.17,3156.73,37.75,84.48,65.69,sedang
4/1/2022,0,21.58,3049.73,37.98,84.25,66.5,sedang
4/2/2022,0,20.43,2909.65,35.79,84.52,65.71,sedang
4/3/2022,0,0,2838.79,34.98,84,65.15,baik
4/4/2022,0,14.16,2703.29,29.6,84.79,63.96,baik
4/5/2022,0,10,2792.98,31.83,87.44,66.42,baik
4/6/2022,0,10,2761.15,32.38,86.13,66.54,baik
4/7/2022,0,10,2730.06,31.67,85.04,65.83,baik
4/8/2022,0,10,2657.21,30.98,84.85,65.63,baik
4/9/2022,0,10,2663.5,31.29,84.17,64.96,baik
4/10/2022,0,8.83,2752.21,32.13,84.94,65.33,baik
4/11/2022,0,8.58,2724.06,31.69,84.6,65.23,baik
4/12/2022,0,7.69,2670.29,30.54,84.77,65.4,baik
4/13/2022,0,14.23,2782.46,31.67,84.77,64.98,baik
4/14/2022,67.17,36.73,2857.65,27.79,85.52,65.77,sedang
4/15/2022,105,36.17,2991.02,34.48,87.33,68.1,sedang
4/16/2022,105,8,2934.15,29.08,93.83,72.88,sedang
4/17/2022,105,0,2936,29,94,73,sedang
4/18/2022,57.15,5.93,2895.83,31.27,90.19,70.46,sedang
4/19/2022,37.02,18.48,2901.02,33.37,87.28,69.24,sedang
4/20/2022,59.67,33.6,3495.73,43.4,86.77,68.85,sedang
4/21/2022,63.6,32.81,3211.52,39.44,85.63,67.65,sedang
4/22/2022,56.67,23.29,3130.65,34.23,88.33,70.29,sedang
4/23/2022,57.73,46.63,3766.29,39.15,92.06,78.96,sedang
4/24/2022,54.43,27,3763,39,92,79,sedang
4/25/2022,8.23,5.67,2977.88,32.23,88.4,72.08,baik
4/26/2022,24.6,16.08,2883.77,23.83,68.38,76.48,baik
4/27/2022,12.62,7.65,2944.25,31.63,48.9,79.83,sedang
4/28/2022,19.94,8.33,2720.5,28.58,39.79,77.27,baik
4/29/2022,13.38,7.33,2548.96,27.06,34.79,72.29,baik
4/30/2022,8.44,5.92,2352.56,16.21,18.38,76.85,baik
5/1/2022,24.08,12.08,2350,16,18,77,baik
5/2/2022,14.73,9.75,2350,16,18,77,baik
5/3/2022,20.98,9.15,2350,16,18,77,baik
5/4/2022,45.6,14.19,2350,16,18,77,baik
5/5/2022,52.83,20.52,2350,16,18,77,sedang
5/6/2022,62.58,21.06,2350,16,18,77,sedang
5/7/2022,61.25,22.23,2350,16,18,77,sedang
5/8/2022,9.96,6.75,2350,16,18,77,sedang
5/9/2022,20.88,12.92,2441.98,16.73,26.79,70.69,baik
5/10/2022,61.33,32.83,2937.54,26.38,36.04,68.6,sedang
5/11/2022,62.71,38.06,2680.06,30.54,26.69,66.29,sedang
5/12/2022,0,0,2719.46,34.75,31.23,63.79,sedang
5/13/2022,0,0,2755.85,26.43,32.74,65.32,baik
5/14/2022,0,0,2443.88,21.96,32.75,64.4,baik
5/15/2022,0,0,2593.81,23.15,32.73,64.77,baik
5/16/2022,0,0,2523.08,22.06,31.4,64.38,baik
5/17/2022,0,0,2553.23,22.83,31.9,63.94,baik
5/18/2022,27.13,14,2546.27,22.44,32.88,64.13,baik
5/19/2022,13.94,8.25,2515.38,21.73,33.1,65.17,baik
5/20/2022,8.44,5.42,2533.85,19.13,33.25,65.19,baik
5/21/2022,26.94,14.35,2614.77,22.58,34.31,66.85,baik
5/22/2022,49.33,21.94,2758.92,24.92,33.79,67.67,sedang
5/23/2022,31.29,20.17,3001.69,28.27,36.13,69.9,sedang
5/24/2022,31.52,15.27,3343.19,35.36,34.67,70.21,sedang
5/25/2022,39.21,16.27,3085.83,31.44,33.92,70.35,sedang
5/26/2022,23.31,12.13,2933.4,28.02,33.92,69.42,sedang
5/27/2022,57.44,23.15,3003.27,23.15,33.48,67.69,sedang
5/28/2022,48,11.02,2599,18,31,56,sedang
5/29/2022,48,23.5,2599,18,31,56,sedang
5/30/2022,48,17.79,2599,18,31,56,sedang
5/31/2022,58.04,26.02,2906.83,25.43,32.7,63.3,sedang
6/1/2022,23.73,11.33,3000.75,28.46,34.35,68.42,sedang
6/2/2022,9.71,5.06,2689.29,23.94,35.38,68.08,baik
6/3/2022,13.94,8.23,2654.15,20.9,34.77,66.46,baik
6/4/2022,10.63,6.96,2520.13,20.23,36,66.88,baik
6/5/2022,11.85,6.75,2530.17,20.4,36.17,67.35,baik
6/6/2022,43,17.63,2847.46,24.27,36.73,68.75,sedang
6/10/2022,42.25,22.38,2815.83,1.14,38.71,23.96,sedang
6/11/2022,49.02,18.72,2771.33,1.33,38.37,23.16,sedang
6/12/2022,32.63,13.29,2928.66,3.31,36.61,22.39,sedang
6/13/2022,22.84,12.38,2896.03,6,35.16,22.09,sedang
6/15/2022,46.38,18.48,3114.29,53.83,40.17,25.04,sedang
6/16/2022,48.31,24.94,3679.69,64.77,40.4,26.33,sedang
6/17/2022,93.71,40.5,3516.92,57.65,38.52,23.96,sedang
6/18/2022,89.94,31.73,3422.35,57.56,38.06,23.13,sedang
6/19/2022,106.08,34.54,3356.25,55.75,38.23,23.44,sedang
6/20/2022,156.38,53.88,4232.46,75.21,36.79,23,tidak sehat
6/22/2022,85.02,38.4,3755.31,64.53,38.56,23.98,sedang
6/23/2022,76.21,30.23,3527.3,60.46,40.32,26.7,sedang
6/24/2022,74.19,27.83,3205.48,52.02,38.67,23.42,sedang
6/25/2022,74.46,27.27,3641.33,57.98,34.23,21.1,sedang
6/26/2022,35.38,14.4,2877.56,48.83,35.31,21.23,sedang
6/27/2022,108.06,26.29,2603.81,52.63,23.27,15.88,sedang
6/28/2022,25.9,13.1,2619.4,64.56,18,10.63,sedang
6/29/2022,26.33,9.31,2305.31,62.94,21.36,11.17,sedang
6/30/2022,15.79,10.48,2413.65,65.19,24.2,11.18,sedang
7/1/2022,51.9,32.17,3080.38,66.14,25.5,11.73,sedang
7/2/2022,147.76,71.97,3574.5,79.88,25.04,12.81,tidak sehat
7/3/2022,140.77,60.82,2935.5,72.19,20.55,10.49,tidak sehat
7/4/2022,61.58,22.74,2626.29,65.79,17.23,8.94,tidak sehat
7/5/2022,49,29.4,2987.89,59.62,28.43,15.28,sedang
7/6/2022,115.72,48.17,3379.89,60.61,37.5,20.72,sedang
7/7/2022,0,0,2388,47.44,25.88,18.19,baik
7/8/2022,0,0,2427.36,50.43,31.04,18.36,baik
7/9/2022,0,0,2495.6,49.54,35.23,19.75,baik
7/10/2022,0,0,2727.46,55.33,30.79,17.94,sedang
7/11/2022,0,0,2779.13,57.19,30.38,17.63,sedang
7/12/2022,0,0,2920.17,59.5,30.08,17.77,sedang
7/13/2022,0,0,3408.35,66.65,37.31,22.96,sedang
7/14/2022,0,0,2590.1,53.98,34.71,23,sedang
7/15/2022,0,0,2874.48,52.6,37.23,23.08,sedang
7/16/2022,0,0,2662.98,52.4,33.29,20.85,baik
7/17/2022,0,0,2513.17,51.4,32.81,20.56,baik
7/18/2022,0,0,2778.51,54.07,35.15,22.12,sedang
7/19/2022,0,0,2868.19,56.31,35.25,22.42,sedang
7/20/2022,0,0,2818.56,55.21,33.08,21.17,sedang
7/21/2022,0,0,2934.67,58.48,31.69,19.9,sedang
7/22/2022,0,0,2891.31,57.63,32.19,19.58,sedang
7/23/2022,0,0,2754.56,53.81,33.69,19.38,sedang
8/1/2022,0,0,2882.63,56.15,32.85,18.95,sedang
8/2/2022,0,0,2666.52,53.04,32.83,19.17,sedang
8/3/2022,0,0,3264.88,59.92,38.71,21.44,sedang
8/4/2022,0,0,2784.79,53.48,32.42,19.79,sedang
8/5/2022,0,0,2897.38,52.45,35.97,20.71,sedang
8/6/2022,0,0,2232.46,45.5,32.25,19.06,sedang
8/7/2022,0,0,2363.13,47.15,33.35,19.56,sedang
8/8/2022,0,0,2593.88,48.44,37.08,21.54,sedang
8/9/2022,0,0,2594.09,50.11,34.49,20.72,sedang
8/10/2022,0,0,2478.13,45.69,33.15,19.27,sedang
8/11/2022,0,0,2593.88,49.85,33.1,19.5,sedang
8/12/2022,0,0,2700.29,53.06,33.46,20.13,sedang
8/13/2022,0,0,3002.46,59.54,33.29,20.63,sedang
8/14/2022,0,0,2501.52,52.13,33.33,20.25,sedang
8/15/2022,0,0,2489.02,52.27,33.25,20,sedang
8/16/2022,0,0,2657.94,54.9,33.54,21.52,sedang
8/17/2022,0,0,2858.31,55.63,33.48,19.65,sedang
8/18/2022,0,0,3248.19,66.1,33.52,20.35,sedang
8/19/2022,0,0,2769.63,57.25,33.88,21.1,sedang
8/20/2022,0,0,2655.54,55.33,33.85,21.1,sedang
8/21/2022,0,0,3303.13,67.06,33.98,20.98,sedang
8/22/2022,0,0,3059.17,62.02,34.23,20.73,sedang
8/23/2022,0,0,2847.27,57.38,34.15,20.54,sedang
8/24/2022,0,0,3105.48,59.06,32.79,19.52,sedang
8/25/2022,0,0,3174.35,55.96,30.52,17.77,sedang
8/26/2022,0,0,2936.94,54.58,30.71,18.08,sedang
8/27/2022,0,0,2887.21,54.58,31.4,18.4,sedang
8/28/2022,0,0,2408.98,47.02,32.38,18.75,sedang
8/29/2022,0,0,3039.38,56.25,32.35,19.06,sedang
9/1/2022,0,0,3201,62.29,31.69,18.77,sedang
9/2/2022,0,0,2750.63,55.17,31.27,18.52,sedang
9/3/2022,0,0,2541.48,51.69,31.33,18.48,sedang
9/4/2022,0,0,2274.35,47.27,32.52,18.56,baik
9/5/2022,0,0,2239.65,44.79,33.1,18.56,baik
9/6/2022,0,0,2850.21,55.1,33.48,20.31,sedang
9/7/2022,0,0,2913.87,58.43,33.02,20.89,sedang
9/8/2022,0,0,2855.96,56.27,34.17,21.06,sedang
9/9/2022,0,0,2521.23,48.95,33.8,20.91,sedang
9/10/2022,0,0,2534.85,49.52,34.27,20.6,baik
9/11/2022,0,0,2392.98,47.54,34.08,20.42,baik
9/12/2022,0,0,2704.18,51.97,35.12,21.82,baik
9/14/2022,0,0,2427.15,47.6,38.19,22.42,baik
9/15/2022,0,0,2947.29,54.81,38.58,23.6,sedang
9/16/2022,0,0,2331.48,45.72,36.38,21.17,sedang
9/20/2022,31.9,20.74,2472.35,44.78,43.28,26.25,baik
9/21/2022,51.78,29.43,2845.22,47.41,53.89,36.95,sedang
10/20/2022,26.92,23.62,2278.53,54.85,34.48,27.33,sedang 
10/21/2022,13.76,11.5,2290.04,54.46,33.79,24.63,sedang 
10/22/2022,1,14.96,2298.37,55.19,33.26,24.48,sedang 
10/24/2022,4.8,6.79,2173.81,55.06,32.21,24.52,sedang 
10/25/2022,5.75,8.78,2319.35,55.54,35.86,25,sedang 
10/26/2022,10.2,5.27,2313.73,51.52,41.75,28.19,sedang 
10/27/2022,0,3.6,2155.96,48.56,41.79,29.54,baik
10/28/2022,0,4.19,2099.65,46.6,42.56,30.23,sedang 
10/29/2022,0,3.59,2100.55,46.41,45.86,35.09,sedang 
11/2/2022,8.94,8.04,2081.65,51.94,41.44,33.21,baik
11/3/2022,26.81,24.06,2393.19,53.13,44.02,38.98,sedang
11/4/2022,5.77,5.33,2062.79,47.31,39.5,31.44,sedang
11/5/2022,14.42,12.63,2197.5,48.88,41.48,32.19,sedang
11/6/2022,12.23,10.63,2203.88,49.38,40.58,32.4,sedang
11/7/2022,27.48,24.02,2318.7,51.72,39.83,32.8,sedang
11/8/2022,19.5,16.55,2376.3,52.4,41.25,34.95,sedang
11/12/2022,6.1,5,2068.4,45.44,37.67,29.85,sedang
11/13/2022,4.11,5,2058.66,46.31,35.23,28.51,sedang
11/15/2022,12.24,10.85,2325.56,49.58,35.85,29,baik
11/17/2022,9.06,8.19,2346.33,49.86,36.33,31.22,baik
11/18/2022,23.85,20.92,2755.65,55.5,36.27,31.54,baik
11/22/2022,7.63,7.15,2271.19,47.08,41.92,31.94,sedang
11/23/2022,12.07,10.97,2546.5,51.65,42.48,34.63,sedang
11/24/2022,4.3,0,2176.46,46.27,39.94,32.79,sedang
11/25/2022,19.41,18.8,2230.6,45.81,38.75,29.96,sedang
11/26/2022,12.29,11.25,2285.13,46.58,38.67,31.15,sedang
11/27/2022,11.02,10,2301.42,46.96,39.02,30.71,sedang
11/28/2022,9.06,8.27,2194.63,45.88,38.23,30.23,sedang
11/29/2022,6,5.5,2060.94,44.67,36.33,28.21,baik
11/30/2022,8.06,7.48,2161.56,45.54,37.15,28.73,baik
12/1/2022,5.85,5.46,2086.06,44.6,37.02,27.92,baik
12/2/2022,10.92,10.02,2269,46.73,39.17,29.71,baik
12/3/2022,4.33,3.94,2084.08,44.44,39.15,31.25,baik
12/4/2022,5.9,5.23,2128.29,43.63,42.83,32.88,baik
12/5/2022,5.35,4.88,2024.79,40.6,36.1,26.83,baik
12/6/2022,14.77,12.75,2243.1,44.08,36.4,24.15,baik
12/7/2022,82.15,19.33,2319.87,44.24,34.39,26.04,sedang
12/8/2022,4.44,5.21,2184.65,43.6,36.85,27.06,sedang
12/9/2022,13.42,11.94,2545.96,47.54,37.48,25.81,baik
12/10/2022,25.44,22.85,2727.04,49.71,37.67,25.81,sedang
12/11/2022,5.75,5.4,2236.67,42.94,38,25.17,sedang
12/12/2022,5.21,5.08,2223.46,42.67,38.96,25.19,baik
12/13/2022,6.23,5.73,2256.85,43.25,39.44,25.21,baik
12/14/2022,16,14.44,2609.77,47.98,40.25,26.4,sedang
12/15/2022,20.52,18.77,2631.81,47.44,42.29,26.9,sedang
12/16/2022,27.21,20.21,2506.46,42.5,36.9,24.04,sedang
12/17/2022,25,23.63,2557.48,49.85,34.29,22.71,sedang
12/18/2022,25,37.96,2712.38,45.92,36.58,24.15,sedang
12/19/2022,25,29.44,2594.58,45.29,35.75,23.71,sedang
12/20/2022,25,20.71,2609.42,45.81,35.92,23.85,sedang
12/21/2022,25,28.6,2890.06,50.83,35.58,24.06,sedang
12/22/2022,25,32.71,2732.19,49.75,34.92,23.92,sedang
12/23/2022,23.65,20.83,2539.04,46.33,33.79,23.33,sedang
12/24/2022,29.96,34.4,2618.46,47.21,36.08,23.98,sedang
12/25/2022,39.88,47.02,2801.46,49.9,35.94,24,sedang
12/26/2022,32.21,35.85,2799.5,50.02,35.69,24.1,sedang
12/27/2022,29,32.67,2827.15,50.79,35.23,23.63,sedang
12/28/2022,31.52,35.96,2742.77,50.9,31.06,22.67,sedang
12/29/2022,21.27,20.08,2611.54,48.94,34.15,23.15,sedang
12/30/2022,23.17,23.5,2475.54,44.71,34.44,25.02,sedang
12/31/2022,24,15.17,2524.96,46.94,36.5,28.04,sedang
1/1/2023,24,17.81,2588.29,48.02,36.54,28.69,sedang
1/2/2023,19.5,11.94,2738.63,51.85,34.79,28.58,sedang
1/3/2023,25.77,21.52,2499.17,47.58,35.88,28.38,sedang
1/4/2023,22.08,19.58,2420.13,45.69,35.92,28.1,sedang
1/5/2023,17.83,15.54,2353.94,45.04,34.94,27.29,sedang
1/6/2023,18.52,15.58,2497.08,47.58,36.15,27.92,sedang
1/7/2023,15.48,12.56,2332.83,45.4,38.46,29.63,baik
1/8/2023,18.44,16.19,2299.35,45.17,37.48,29,sedang
1/9/2023,21.42,18.48,2472.96,46.81,39.44,31.06,sedang
1/10/2023,16,14.19,2327.08,44.15,39.65,29.65,sedang
1/11/2023,4.54,3.65,2147.94,41.73,40.69,28.21,baik
1/12/2023,6.35,5,2197.44,42.17,40.31,27.73,baik
1/13/2023,6.21,4.71,2137.31,42.25,37.71,26.38,baik
1/14/2023,6.48,4.52,2090.21,43.94,35.83,25.23,baik
1/15/2023,12.6,9.98,2212.38,43.67,37.92,26.54,baik
1/16/2023,15.83,13.15,2315.27,45.08,37.85,27.21,baik
1/17/2023,12.31,12.44,2357.19,46.06,34.83,26.94,sedang
1/18/2023,13.67,13.31,2467.69,48.33,33.23,26.67,sedang
1/19/2023,9.83,10,2379.54,45.92,34.81,26.9,sedang
1/20/2023,12.77,11.33,2377.04,41.58,33.58,24.4,sedang
1/21/2023,12.85,12.29,2193.85,40.67,30.88,22.02,sedang
1/22/2023,11.79,10.71,2229.25,41.75,32.73,22.35,sedang
1/23/2023,17.15,17.19,2262.38,42.02,31.58,22.73,sedang
1/24/2023,18.19,19.19,2360.58,43.48,31.1,22.81,sedang
1/25/2023,22.15,16.33,2313.29,43.08,32.04,23.35,sedang
1/26/2023,19.52,17.54,2434.08,44.31,32.71,24.19,sedang
1/27/2023,17.63,15.81,2426.38,44.71,32.56,24.5,sedang
1/28/2023,11.75,10.52,2285.71,42.98,31.4,24.08,sedang
1/29/2023,12.19,10.77,2250.42,43.38,31.27,23.77,baik
1/30/2023,27.67,24.23,2442.25,45.19,33.17,24.48,sedang
1/31/2023,19.38,17.1,2510.42,46.25,33.65,24.9,sedang
2/1/2023,17.06,15.02,2454.56,45.81,31.73,24.38,sedang
2/2/2023,19.9,17.31,2431.6,45.71,30.19,23.98,sedang
2/3/2023,16.92,14.63,2445.77,43.58,30.67,22.33,sedang
2/4/2023,23.85,20.52,2374.38,41.77,31.42,22.56,sedang
2/5/2023,27.75,24.23,2411.77,42.71,32.5,23.23,sedang
2/6/2023,25.1,22.44,2477.46,43.6,39.88,25.19,sedang
2/7/2023,30.81,26.85,2461.71,44.44,33.96,24.15,sedang
2/8/2023,15.23,13.4,2349.52,43.54,32.79,23.85,sedang
2/9/2023,18.25,15.96,2337.19,43.48,32.52,24.02,sedang
2/10/2023,19.29,16.85,2479.67,42.83,37.08,25.13,sedang
2/11/2023,17.69,15.33,2335.6,41.71,32.5,23.81,sedang
2/12/2023,11.71,10.27,2294.19,42.54,29.44,23.17,sedang
2/13/2023,23.06,20.46,2579.19,46.56,35.08,25.25,sedang
2/14/2023,24.08,21.06,2501.75,45.67,35.13,25.33,sedang
2/15/2023,30.17,18.02,2528.79,46.63,34.52,25.06,sedang
2/16/2023,28.15,24.48,2500.21,46.46,32.13,24.79,sedang
2/17/2023,16.85,14.79,2310.5,42.6,31.27,23.96,sedang
2/18/2023,13.85,12.25,2247.15,41.63,32.33,24.77,sedang
2/19/2023,11.35,10.1,2295.44,43.25,30.85,25.1,baik
2/20/2023,16.75,14.67,2555.9,47.65,31.21,25.88,baik
2/21/2023,11.23,9.85,2296.46,43.75,31.75,26.54,baik
2/22/2023,10.63,9.38,2383.75,45.5,31.83,26.44,baik
2/23/2023,13.25,11.88,2324.21,43.73,32.4,26.33,baik
2/24/2023,16.46,14.65,2484.75,45.52,35.46,29.19,baik
2/25/2023,14.5,12.88,2361.48,44.42,34.67,29.31,baik
2/26/2023,17.94,16.04,2322.48,43.54,34.58,28.56,sedang
2/27/2023,11.98,10.6,2270.79,43.33,35.44,29.96,sedang
2/28/2023,13.21,11.73,2419.48,45.5,34.85,29.73,baik
3/1/2023,17.02,14.81,2429.96,45.67,33.65,28.77,sedang
3/2/2023,19.94,17.44,2835.25,53.6,33.48,29.6,sedang
3/3/2023,19.15,16.83,2969.46,51.44,32.67,27.75,sedang
3/4/2023,16.79,14.73,2717.33,48.81,32.42,26.33,sedang
3/5/2023,14.77,13.15,2459.73,45.52,31.98,26.19,baik
3/6/2023,18.56,16.27,2550.42,47.31,32.08,25.63,sedang
3/7/2023,16.4,14.48,2462.33,48.92,30.69,25.33,sedang
3/8/2023,9.88,8.81,2245.15,42.42,30.63,24.83,baik
3/9/2023,11.83,10.44,2427.67,44.54,33.58,27.13,baik
3/10/2023,13.31,11.77,2343.96,43.29,34.67,29,baik
3/11/2023,15.4,13.31,2347.54,44.67,33.06,27.77,sedang
3/12/2023,23.79,20.65,2356.29,44.69,33.92,28.44,sedang
3/13/2023,31.27,27.19,2413.9,45.06,34.15,28.79,sedang
3/14/2023,20.23,17.96,2351.38,44,34.02,27.69,sedang
3/15/2023,24.56,21.75,2345.9,43.48,33.33,27.25,sedang
3/16/2023,23.27,20.71,2355.35,43.4,33.27,26.96,sedang
3/17/2023,23.94,20.92,2280.71,38.77,30.38,23.79,sedang
3/18/2023,27.53,24.21,2227.53,38.74,30.47,22.74,sedang
3/21/2023,25.48,22.13,2591.94,45.08,34.75,24.67,sedang
3/22/2023,16.92,14.81,2462.06,44.02,32.46,24.04,sedang
3/23/2023,18.6,16.29,2315.42,42.54,32.75,23.85,sedang
3/24/2023,9.6,8.46,2240.71,41.67,33.71,24,sedang
3/25/2023,11.25,9.48,2232.54,42.04,33.35,23.83,sedang
3/26/2023,6.4,5.63,2146.77,41.06,33.04,23.52,sedang
3/27/2023,17.85,33.85,2252.81,37.54,34.33,24.4,sedang
3/28/2023,26.19,23.25,2338.85,42.08,34.17,25.42,sedang
3/29/2023,6.88,6.02,2219.35,41.73,32.67,25.58,sedang
3/30/2023,11.52,10.06,2313.5,43.17,34.56,27.04,sedang
3/31/2023,15.9,13.98,2419.54,44.75,37.79,29.94,baik
4/1/2023,10.65,9.35,2345.94,43.81,37.92,29.81,sedang
4/2/2023,8.94,26.19,2234.63,42.04,38.02,28.58,sedang
4/3/2023,14.33,30.92,2291.6,42.71,39.44,30.13,sedang
4/4/2023,15.08,13.27,2350.35,43.75,38.35,31.33,sedang
4/5/2023,7.1,6.13,2386.25,44.81,37.48,29.81,sedang
4/6/2023,9.25,7.98,2184.58,40.15,38.44,29.83,baik
4/7/2023,5.75,5,2057.15,39.67,36.73,27.52,baik
4/8/2023,10.33,9.04,2250.71,42.04,37.92,29.63,sedang
4/9/2023,28.29,25.79,2395.88,44.35,36.63,29.4,sedang
4/10/2023,12.37,10.73,2540.42,46.54,37.88,30.02,sedang
4/11/2023,7.35,6.45,2476.52,45.33,39.73,29.96,baik
4/12/2023,9.63,9.19,2248.83,42.94,40.33,29.96,baik
4/13/2023,5.71,5,2123.85,41.29,38.6,28.27,baik
4/14/2023,3.96,3.52,2024.6,40.31,36.73,27.6,baik
4/15/2023,6.15,5.38,2090.29,41.58,36.5,27.52,baik
4/16/2023,5.15,4.63,2035.92,40.73,35.56,26.81,baik
4/17/2023,17.21,15.9,2395.46,44.33,40.77,30.19,sedang
4/18/2023,5.81,5.38,2051.79,38.71,37.48,26.48,baik
4/19/2023,21.06,18.83,2271.15,41.6,38.88,28.13,sedang
4/20/2023,23.55,25.79,2198.24,42.97,37.71,27.11,sedang
4/27/2023,28.77,21.75,2198.94,42.85,31.44,28.67,sedang
4/28/2023,25.29,20.1,2359.13,45.13,34.19,29,sedang
4/29/2023,31.73,21.98,2190.31,43.15,36.38,30.4,sedang
4/30/2023,28.1,21.27,2187.04,42.94,35,28.79,sedang
5/1/2023,15.17,12.1,2148.15,43.17,33.79,28.29,sedang
5/2/2023,23.1,18.15,2377.15,45.9,36.19,29.63,sedang
5/3/2023,44.65,30.15,2345.29,44.88,38.08,32.04,sedang
5/4/2023,58.19,41,2399.13,45.9,36.17,30.42,sedang
5/5/2023,21.19,14.98,2106.1,42.6,34.15,28.38,sedang
5/6/2023,10.08,8.56,2092.9,42.48,35.1,27.5,baik
5/7/2023,14.35,11.69,2194.92,43.19,36.31,28,sedang
5/8/2023,5.98,5.29,2072.46,41.23,37.02,28.81,baik
5/9/2023,16.54,12.98,2304.79,44.71,34.38,28.98,sedang
5/10/2023,30.15,23.29,2483.65,47.06,35.58,28.67,sedang
5/11/2023,38.02,41,2610.94,49.13,36.58,30.33,sedang
5/12/2023,16.65,19.2,2434.6,43.56,33.23,27.54,sedang
5/13/2023,25.1,20.6,2634.33,47.04,32.63,26.71,sedang
5/14/2023,15.96,12.25,2060.29,40.48,33.71,26.75,sedang
5/15/2023,22.08,17.54,2252.67,42.23,35.44,28.96,sedang
5/16/2023,20.63,16.6,2077.46,40.63,34.19,27.75,sedang
5/17/2023,33.23,25.48,2226.33,42.46,34.38,28.4,sedang
5/18/2023,49.63,35.67,2381.4,45.21,32.6,27.77,sedang
5/19/2023,28.29,22.58,2492.79,46.38,32.31,28.79,sedang
5/20/2023,96.33,90.1,3090.38,59.52,29.38,28.71,sedang
5/23/2023,33.77,28.15,2259.17,43.79,30.75,27.56,sedang
5/24/2023,30.58,21.5,2142.56,40.96,33.42,27.46,sedang
5/25/2023,24.67,20.71,2098.96,40.83,33.58,26.56,sedang
5/26/2023,49.27,38.85,2492.56,42.83,32.13,24.98,sedang
5/27/2023,68.92,53.4,2636.79,44.35,31.31,24.17,tidak sehat
5/28/2023,52.04,40.31,2523.25,43.31,29.04,23.88,sedang
5/29/2023,48.83,39.5,3281.33,55.83,25.5,24.17,sedang
